Id,SalePrice
1461,118846.805
1462,142028.61
1463,162636.52
1464,179360.98
1465,214219.86
1466,167055.11
1467,157647.88
1468,172418.64
1469,181684.42
1470,121461.9
1471,189666.92
1472,96713.695
1473,92718.95
1474,161018.55
1475,141334.45
1476,398860.66
1477,253886.47
1478,319217.2
1479,293109.94
1480,551829.56
1481,314889.9
1482,224435.78
1483,172740.77
1484,182269.02
1485,175027.98
1486,202947.69
1487,361066.38
1488,280300.06
1489,200401.42
1490,200758.0
1491,187822.92
1492,92606.445
1493,184376.12
1494,288034.4
1495,274655.06
1496,218737.25
1497,187822.92
1498,164370.84
1499,164370.84
1500,152227.47
1501,179319.83
1502,151025.02
1503,320099.0
1504,228566.6
1505,218737.25
1506,165030.66
1507,226207.86
1508,188421.05
1509,148179.17
1510,138597.03
1511,138597.03
1512,162491.8
1513,152530.02
1514,146675.52
1515,233985.62
1516,156631.4
1517,160950.2
1518,148112.95
1519,216850.22
1520,131621.66
1521,131621.66
1522,174318.36
1523,115656.08
1524,117781.5
1525,117861.836
1526,121652.56
1527,106015.336
1528,126821.16
1529,137466.23
1530,173474.14
1531,121488.41
1532,106258.18
1533,145602.55
1534,133399.31
1535,173337.45
1536,109178.73
1537,96343.93
1538,188602.6
1539,182222.27
1540,81618.01
1541,143964.38
1542,140896.6
1543,206385.88
1544,85862.734
1545,104187.08
1546,127600.15
1547,139988.5
1548,128963.016
1549,92049.7
1550,139584.94
1551,125036.18
1552,135212.73
1553,158190.98
1554,125213.766
1555,181404.28
1556,99229.85
1557,115982.62
1558,89845.31
1559,88029.69
1560,129175.195
1561,145479.81
1562,137637.03
1563,119977.61
1564,169132.1
1565,148964.23
1566,204288.16
1567,76013.64
1568,202859.62
1569,130878.4
1570,132161.94
1571,138372.0
1572,139333.45
1573,252500.83
1574,143245.89
1575,208631.25
1576,208815.28
1577,200401.42
1578,126063.52
1579,149048.27
1580,181579.25
1581,146237.28
1582,125822.19
1583,318427.0
1584,249361.16
1585,152765.38
1586,83650.19
1587,102859.87
1588,132752.47
1589,102913.37
1590,143621.58
1591,108801.35
1592,142746.95
1593,127313.56
1594,166043.47
1595,125834.44
1596,255219.23
1597,164201.8
1598,175141.64
1599,205908.0
1600,212632.6
1601,50922.195
1602,101704.53
1603,89342.76
1604,266837.78
1605,257479.89
1606,160301.62
1607,160825.83
1608,237137.19
1609,200401.42
1610,148794.94
1611,153728.39
1612,180322.6
1613,171949.17
1614,129684.65
1615,83551.83
1616,83551.83
1617,88358.67
1618,125551.56
1619,125605.13
1620,193489.52
1621,138565.72
1622,132909.89
1623,301080.78
1624,200852.22
1625,122467.13
1626,175598.22
1627,171474.02
1628,275690.25
1629,174682.98
1630,334695.84
1631,233976.48
1632,255279.45
1633,177170.8
1634,175935.48
1635,176268.44
1636,159117.2
1637,175564.36
1638,203176.69
1639,181413.47
1640,249274.86
1641,174948.2
1642,212141.95
1643,232864.62
1644,228566.6
1645,196852.83
1646,150049.22
1647,170865.27
1648,138597.03
1649,129350.24
1650,121461.9
1651,127035.85
1652,96713.695
1653,96713.695
1654,160998.36
1655,164140.66
1656,159592.67
1657,160998.36
1658,164054.14
1659,141432.52
1660,149377.45
1661,490387.5
1662,419357.0
1663,348800.3
1664,520142.22
1665,360655.3
1666,299693.47
1667,351304.7
1668,360655.3
1669,299465.62
1670,365661.22
1671,231785.33
1672,514409.7
1673,321268.4
1674,280300.06
1675,181252.67
1676,178764.92
1677,216090.67
1678,470987.97
1679,326190.38
1680,342717.97
1681,325435.56
1682,282420.38
1683,199256.83
1684,180531.81
1685,180540.16
1686,184805.06
1687,175027.98
1688,190358.97
1689,190358.97
1690,192709.3
1691,179386.3
1692,267748.22
1693,169833.06
1694,170255.64
1695,169708.58
1696,288744.38
1697,169708.58
1698,363001.0
1699,363072.12
1700,239874.06
1701,250410.52
1702,274610.75
1703,315284.3
1704,287700.5
1705,247961.36
1706,513702.6
1707,228256.78
1708,225985.98
1709,314333.2
1710,234380.81
1711,247017.9
1712,293641.44
1713,243718.17
1714,211295.28
1715,187822.92
1716,182644.17
1717,182269.02
1718,144127.81
1719,208450.45
1720,237017.2
1721,177275.6
1722,143542.0
1723,158330.27
1724,226964.97
1725,252819.64
1726,193921.14
1727,168074.2
1728,186052.33
1729,157060.23
1730,171894.98
1731,128708.29
1732,124691.38
1733,118846.805
1734,129350.24
1735,140352.1
1736,119977.61
1737,330776.44
1738,223013.28
1739,307380.06
1740,262307.6
1741,195606.03
1742,179319.83
1743,175724.75
1744,314604.72
1745,202491.69
1746,240049.61
1747,205429.1
1748,221152.19
1749,152952.92
1750,135023.11
1751,237340.38
1752,119977.61
1753,152543.23
1754,197992.05
1755,155223.56
1756,130038.15
1757,118846.805
1758,150305.1
1759,154130.77
1760,168267.7
1761,163466.67
1762,169191.55
1763,176681.88
1764,117861.836
1765,155975.88
1766,174467.42
1767,230432.69
1768,138056.64
1769,176654.03
1770,151995.38
1771,127750.586
1772,135886.89
1773,139467.95
1774,147716.97
1775,126619.01
1776,113490.57
1777,94131.91
1778,149724.75
1779,95369.65
1780,172853.02
1781,118653.87
1782,92632.695
1783,131909.2
1784,104151.37
1785,121831.52
1786,198915.22
1787,183421.05
1788,60174.39
1789,100020.164
1790,76623.664
1791,194287.33
1792,139671.95
1793,147172.5
1794,148891.81
1795,130490.08
1796,127354.336
1797,121384.17
1798,128219.44
1799,100360.984
1800,106150.9
1801,128093.2
1802,153964.3
1803,170580.0
1804,131603.3
1805,141327.92
1806,136886.78
1807,127015.695
1808,117012.21
1809,113098.305
1810,144052.14
1811,94095.96
1812,91540.266
1813,114905.61
1814,95915.7
1815,60274.08
1816,92970.36
1817,124695.61
1818,142742.55
1819,144980.98
1820,91969.96
1821,124751.92
1822,149527.52
1823,56435.555
1824,135816.47
1825,129518.12
1826,89452.63
1827,112486.14
1828,139020.77
1829,110791.57
1830,140674.69
1831,161674.25
1832,127014.45
1833,147476.77
1834,134022.12
1835,143493.05
1836,136816.25
1837,88103.59
1838,129275.5
1839,87233.03
1840,151935.4
1841,135046.11
1842,88486.09
1843,139057.28
1844,134967.05
1845,141682.28
1846,149443.92
1847,151127.77
1848,54374.934
1849,102073.57
1850,124348.35
1851,156032.31
1852,134055.4
1853,147553.28
1854,172236.34
1855,148241.42
1856,215293.45
1857,153098.42
1858,149368.31
1859,121895.93
1860,161312.28
1861,121895.93
1862,294315.34
1863,294315.34
1864,294315.34
1865,347785.1
1866,360655.3
1867,287803.84
1868,318927.3
1869,192726.94
1870,241279.73
1871,261905.77
1872,172673.36
1873,215875.8
1874,140889.95
1875,197420.62
1876,184062.73
1877,201800.84
1878,218737.25
1879,122271.266
1880,128115.836
1881,215250.98
1882,254643.67
1883,203727.61
1884,211766.42
1885,246815.84
1886,278492.2
1887,207905.58
1888,268693.22
1889,171919.39
1890,125515.47
1891,143205.06
1892,114486.54
1893,120425.99
1894,139364.38
1895,151403.83
1896,127177.234
1897,130670.95
1898,117054.84
1899,144935.77
1900,136729.33
1901,151235.94
1902,137629.03
1903,217228.27
1904,136932.12
1905,175873.11
1906,161468.52
1907,203045.8
1908,122596.96
1909,133290.6
1910,125831.7
1911,194051.64
1912,324995.56
1913,140767.53
1914,61263.5
1915,313699.56
1916,67893.15
1917,274491.75
1918,139469.7
1919,158278.62
1920,168932.53
1921,356639.25
1922,310002.4
1923,209283.4
1924,200400.23
1925,220442.25
1926,349964.34
1927,126270.85
1928,171271.86
1929,114694.086
1930,136223.89
1931,137777.0
1932,137460.17
1933,157257.27
1934,171474.02
1935,165850.27
1936,169337.64
1937,171474.02
1938,175381.08
1939,270136.12
1940,214219.86
1941,171474.02
1942,165003.23
1943,217281.42
1944,313040.9
1945,327246.8
1946,175608.1
1947,322038.22
1948,172002.05
1949,223890.92
1950,177272.83
1951,248280.81
1952,217640.34
1953,154294.25
1954,200048.17
1955,130581.92
1956,311937.25
1957,177891.88
1958,297870.2
1959,144217.28
1960,115617.34
1961,125822.19
1962,96713.695
1963,99656.7
1964,112553.37
1965,149885.61
1966,159543.0
1967,253100.84
1968,458777.66
1969,366049.8
1970,454388.62
1971,500046.47
1972,327695.97
1973,303253.56
1974,292266.0
1975,513803.34
1976,280782.2
1977,340461.38
1978,397330.72
1979,360447.38
1980,193300.19
1981,364030.12
1982,224435.78
1983,224435.78
1984,184717.05
1985,211929.78
1986,226828.92
1987,207595.55
1988,182604.12
1989,202947.69
1990,226597.7
1991,216090.67
1992,203099.5
1993,179386.3
1994,245662.98
1995,178010.53
1996,253854.34
1997,319462.75
1998,330391.34
1999,261760.73
2000,312855.8
2001,269990.44
2002,237960.44
2003,272092.34
2004,284438.5
2005,247961.36
2006,245059.3
2007,287700.5
2008,200502.78
2009,180178.98
2010,187822.92
2011,148492.9
2012,182644.17
2013,180655.12
2014,180187.9
2015,189158.2
2016,180178.98
2017,198249.11
2018,132570.78
2019,136684.5
2020,119977.61
2021,119977.61
2022,182880.77
2023,149867.22
2024,232477.58
2025,441749.6
2026,181123.5
2027,152227.47
2028,177245.42
2029,164909.8
2030,304397.62
2031,252604.64
2032,296795.1
2033,286003.34
2034,175724.75
2035,190599.25
2036,212050.56
2037,212050.56
2038,313307.5
2039,216130.44
2040,333453.78
2041,253568.12
2042,203099.5
2043,153408.19
2044,183019.53
2045,201553.7
2046,149243.75
2047,138473.58
2048,135857.6
2049,146727.8
2050,164212.31
2051,101843.99
2052,136940.72
2053,142295.4
2054,68767.29
2055,161361.0
2056,132659.6
2057,124348.35
2058,220799.42
2059,145893.1
2060,159207.7
2061,169339.5
2062,124348.35
2063,113881.445
2064,133595.16
2065,121529.56
2066,185766.45
2067,137349.11
2068,153097.61
2069,81056.51
2070,98119.016
2071,100771.86
2072,144713.36
2073,138335.0
2074,181159.98
2075,136108.94
2076,130527.34
2077,141116.5
2078,129350.24
2079,124274.39
2080,126699.336
2081,128853.86
2082,131634.52
2083,136576.16
2084,106763.625
2085,132226.95
2086,150001.69
2087,132756.72
