Id,SalePrice
1461,98895.47
1462,136368.6
1463,142711.02
1464,155002.83
1465,155175.1
1466,170555.56
1467,169757.3
1468,129931.86
1469,160985.72
1470,99431.664
1471,201189.58
1472,71833.17
1473,67624.39
1474,133599.14
1475,88497.22
1476,317394.97
1477,256053.8
1478,316271.78
1479,305607.62
1480,361346.53
1481,283721.3
1482,195325.34
1483,151124.33
1484,179990.44
1485,154406.44
1486,161024.05
1487,302859.4
1488,210862.92
1489,181060.2
1490,233063.17
1491,192846.98
1492,52135.152
1493,194688.1
1494,258072.9
1495,247066.75
1496,315655.44
1497,155655.97
1498,139400.19
1499,168267.25
1500,140176.3
1501,179244.94
1502,148569.05
1503,244119.06
1504,185931.03
1505,204522.25
1506,164620.45
1507,212510.89
1508,183095.36
1509,137063.62
1510,109221.766
1511,142519.2
1512,153626.98
1513,132538.36
1514,138816.2
1515,182029.58
1516,159436.53
1517,127135.27
1518,131297.4
1519,222859.33
1520,118111.33
1521,110457.23
1522,164920.66
1523,71185.32
1524,62813.93
1525,99203.16
1526,101732.695
1527,90583.93
1528,98320.02
1529,115059.734
1530,158669.47
1531,150414.73
1532,75507.86
1533,94954.82
1534,148586.02
1535,118643.7
1536,97792.04
1537,23668.227
1538,132466.89
1539,191024.61
1540,92296.9
1541,102228.38
1542,131432.7
1543,103661.97
1544,41925.586
1545,80361.52
1546,131336.56
1547,129219.63
1548,97248.98
1549,112206.6
1550,128409.61
1551,130680.27
1552,108820.51
1553,107808.445
1554,96377.81
1555,149461.05
1556,88244.8
1557,54986.39
1558,56628.42
1559,73962.414
1560,180528.89
1561,115681.305
1562,119945.25
1563,88628.04
1564,126442.61
1565,130074.46
1566,201908.62
1567,50169.27
1568,226704.47
1569,144727.23
1570,143782.38
1571,118968.49
1572,124364.03
1573,218003.25
1574,131949.66
1575,173649.11
1576,265784.5
1577,197016.56
1578,189098.73
1579,122038.28
1580,176985.03
1581,121228.06
1582,109836.18
1583,282482.78
1584,192330.5
1585,130698.305
1586,34915.145
1587,118022.266
1588,134809.52
1589,51079.227
1590,121577.06
1591,65466.69
1592,114577.03
1593,105799.375
1594,127950.1
1595,92481.43
1596,193530.23
1597,155805.31
1598,178230.42
1599,140399.97
1600,177209.34
1601,63211.03
1602,99236.7
1603,108432.49
1604,313360.75
1605,240390.19
1606,158481.61
1607,158502.23
1608,219233.95
1609,169403.88
1610,135997.53
1611,125875.46
1612,169835.0
1613,134111.22
1614,106247.59
1615,56512.16
1616,30843.955
1617,77729.875
1618,94608.64
1619,120519.42
1620,179720.83
1621,126304.07
1622,158680.25
1623,253610.23
1624,185542.81
1625,127622.016
1626,147164.44
1627,162903.86
1628,254026.44
1629,164532.33
1630,405975.06
1631,208738.19
1632,235815.58
1633,150952.38
1634,165782.58
1635,155542.22
1636,142940.2
1637,167097.1
1638,171110.48
1639,152810.84
1640,198641.64
1641,188370.75
1642,230794.2
1643,205892.88
1644,245127.27
1645,205599.31
1646,152579.11
1647,150369.94
1648,131109.11
1649,105089.65
1650,100812.04
1651,111184.82
1652,77411.07
1653,84952.32
1654,124316.34
1655,134851.48
1656,124474.24
1657,111093.195
1658,140255.67
1659,95851.29
1660,162293.25
1661,366478.84
1662,319457.5
1663,425446.84
1664,445020.38
1665,345467.62
1666,327425.25
1667,367307.1
1668,376148.5
1669,301779.53
1670,375478.1
1671,254642.42
1672,440375.84
1673,263347.7
1674,216991.72
1675,211924.14
1676,195565.28
1677,170912.47
1678,312017.53
1679,388558.38
1680,347794.9
1681,306456.62
1682,310171.34
1683,173781.84
1684,165835.16
1685,169411.22
1686,188148.16
1687,142855.1
1688,170096.81
1689,185390.88
1690,169080.66
1691,159878.0
1692,260775.45
1693,153362.77
1694,141111.05
1695,148161.42
1696,248576.22
1697,124399.98
1698,292286.62
1699,362107.03
1700,203098.84
1701,227389.11
1702,242666.17
1703,229497.17
1704,281056.56
1705,280667.1
1706,495008.44
1707,206185.98
1708,203009.64
1709,300550.03
1710,217311.92
1711,277670.25
1712,273721.6
1713,267797.94
1714,170075.98
1715,151039.25
1716,158733.89
1717,150873.44
1718,111768.86
1719,225046.08
1720,248081.0
1721,138605.55
1722,111252.08
1723,146554.61
1724,206650.6
1725,212558.42
1726,151748.33
1727,148309.39
1728,171567.61
1729,131383.61
1730,128779.336
1731,84110.875
1732,112155.38
1733,77778.664
1734,93412.2
1735,89536.055
1736,100901.06
1737,222868.94
1738,248723.66
1739,273671.03
1740,211350.83
1741,148980.78
1742,139962.34
1743,177465.64
1744,316276.78
1745,166625.8
1746,159692.66
1747,187861.72
1748,185588.08
1749,148157.44
1750,108943.01
1751,240813.83
1752,122087.375
1753,126771.13
1754,173157.52
1755,177135.81
1756,108064.35
1757,94602.766
1758,139208.62
1759,105459.07
1760,146212.66
1761,131596.55
1762,157885.62
1763,178212.78
1764,115913.76
1765,131371.0
1766,146935.84
1767,199812.23
1768,98375.47
1769,131890.1
1770,132638.4
1771,134861.9
1772,97081.21
1773,133805.9
1774,117376.72
1775,114560.125
1776,92345.414
1777,78340.79
1778,119200.82
1779,98634.75
1780,167668.1
1781,119997.625
1782,51989.79
1783,103974.96
1784,98439.72
1785,67433.74
1786,143833.3
1787,145304.95
1788,46990.734
1789,58166.184
1790,61128.94
1791,199746.44
1792,129612.06
1793,129267.88
1794,118893.49
1795,101823.57
1796,124288.1
1797,78882.7
1798,130552.5
1799,61491.83
1800,133953.1
1801,96840.11
1802,131881.8
1803,127959.57
1804,98459.36
1805,124524.52
1806,97461.15
1807,123090.805
1808,124604.63
1809,144934.6
1810,128779.51
1811,130898.83
1812,42147.316
1813,76908.266
1814,93478.41
1815,41026.99
1816,104796.27
1817,130971.484
1818,140159.02
1819,87340.43
1820,54553.746
1821,124717.25
1822,147658.61
1823,29728.018
1824,84598.4
1825,147313.02
1826,106035.27
1827,120098.58
1828,88924.21
1829,91566.05
1830,136805.14
1831,114683.836
1832,83150.336
1833,147410.4
1834,96068.81
1835,85323.37
1836,83984.805
1837,98718.7
1838,78068.11
1839,63813.465
1840,116960.04
1841,126495.734
1842,49073.316
1843,119517.7
1844,135241.39
1845,138976.9
1846,135619.52
1847,146324.23
1848,17551.318
1849,110036.17
1850,105386.95
1851,112374.664
1852,109661.19
1853,157097.06
1854,133004.81
1855,105398.71
1856,205210.02
1857,168193.95
1858,113037.26
1859,127607.195
1860,116478.53
1861,109436.25
1862,320622.28
1863,323301.88
1864,323301.88
1865,362913.5
1866,378489.5
1867,241887.39
1868,309229.0
1869,209606.06
1870,229908.88
1871,272167.3
1872,170433.34
1873,226615.81
1874,108139.77
1875,176111.55
1876,166420.48
1877,179644.55
1878,203266.1
1879,113419.39
1880,100764.1
1881,233416.84
1882,234180.55
1883,168518.73
1884,178653.86
1885,207073.42
1886,271340.62
1887,218626.88
1888,259196.67
1889,151437.08
1890,115518.45
1891,128817.39
1892,56608.96
1893,109613.875
1894,109232.22
1895,110717.516
1896,115440.04
1897,101912.54
1898,91233.54
1899,145243.4
1900,127423.78
1901,147614.19
1902,100101.43
1903,230544.77
1904,125908.88
1905,157879.48
1906,134262.81
1907,191350.36
1908,124161.266
1909,117348.5
1910,147762.4
1911,154232.9
1912,229376.97
1913,136838.12
1914,57982.48
1915,356309.78
1916,41641.684
1917,263407.72
1918,130016.71
1919,172687.08
1920,130161.734
1921,341415.62
1922,357395.9
1923,226711.77
1924,175653.94
1925,205177.48
1926,292520.47
1927,106724.586
1928,193901.6
1929,87491.84
1930,123233.266
1931,123885.586
1932,113578.41
1933,145265.16
1934,143896.75
1935,152046.47
1936,148154.22
1937,164659.98
1938,148093.19
1939,195589.89
1940,175411.2
1941,159903.1
1942,178963.36
1943,196726.34
1944,318953.9
1945,362175.06
1946,116084.74
1947,313223.88
1948,146329.69
1949,193519.62
1950,153737.33
1951,241624.39
1952,170890.03
1953,183727.84
1954,130655.05
1955,108025.97
1956,307616.12
1957,142748.33
1958,269312.53
1959,118604.28
1960,93499.086
1961,93711.34
1962,73317.96
1963,75974.59
1964,77755.49
1965,131683.97
1966,121145.375
1967,273306.5
1968,395252.03
1969,377241.22
1970,368840.84
1971,400588.75
1972,332001.28
1973,344945.8
1974,242552.17
1975,303532.53
1976,263723.53
1977,323764.53
1978,361849.78
1979,356337.2
1980,209094.3
1981,345087.0
1982,217033.1
1983,218282.23
1984,147410.67
1985,222636.34
1986,226095.72
1987,171968.08
1988,157346.12
1989,158164.61
1990,188243.47
1991,170912.47
1992,230853.12
1993,152213.28
1994,200641.75
1995,144677.19
1996,255353.92
1997,314673.5
1998,275819.8
1999,275985.1
2000,326906.4
2001,294276.47
